id_transferencia,cantidad,motivo,cuenta_receptora,banco_receptor,fecha_movimiento,id_cuenta
10791904741,617.71,Deposito,00007994331428646634,AZTECA,2023-05-03,869
5445440503,8260.46,Pago,000010199599672289832,002,2022-01-01,148
10521796610,8519.13,Prestamo,00006454665535519503,SPIN BY OXXO,2025-01-01,664
3682138707,3849.66,Donacion,00007007954686737809,BAJIO,2022-03-02,788
2630927998,8860.89,Gasto Medico,000010630659028882880,AUTOFIN,2022-07-01,607
1646628967,7275.28,Abono,00003918938200724841,ALTERNATIVOS,2023-01-01,1049
7714495261,38.63,Pago,00007687755192153040,STP,2022-07-03,740
7703788254,2735.65,Gasto Medico,00004336593044586493,HSBC,2022-06-02,352
3836317987,1681.73,Gasto,00006333313014231469,ARCUS,2024-08-02,1112
2367926816,3315.17,Gasto Medico,00002652926444212153,SPIN BY OXXO,2023-08-02,971
3004060451,5450.9,Gasto Medico,00007355825044684733,ABC CAPITAL,2024-07-01,864
8612067073,7155.18,Prestamo,00009830084094998392,Bancoppel,2024-11-04,1020
1370594292,6346.06,Pago,00009020382867307428,BANREGIO,2024-06-01,30
8332672968,2171.72,Gasto Escolar,00003721214364150169,MERCADO PAGO W,2023-10-03,487
8095459745,4479.11,Pago,00008228311046023792,ASP INTEGRA OPC,2025-01-04,136
6057508564,369.3,Prestamo,00005927147092133717,BBASE,2023-10-01,610
8334084237,6756.08,Donacion,00007162091693775278,BANREGIO,2022-01-01,940
3537086038,4744.65,Abono,00003813279165815572,MONEXCB,2024-08-06,960
5404656020,5108.06,Deposito,00009519553626149180,AUTOFIN,2023-04-01,721
8416136092,9272.49,Prestamo,00002079920797644906,AUTOFIN,2024-02-05,112
9137884509,903.89,Pago,00009452979311285512,FONDEADORA,2023-07-05,631
6811564026,4891.5,Prestamo,00007362008561185442,BBVA MEXICO,2023-06-03,129
6243672964,2462.87,Gasto Escolar,00004655209356934122,KLAR,2023-09-03,1065
1199572373,6104.69,Prestamo,000010213944286420508,CAJA POP MEXICA,2022-06-06,305
4491724097,1290.34,Gasto,00007022172264180308,Afirme,2024-05-01,957
3691049018,6370.41,Abono,00003929954975420137,MIFEL,2023-01-02,788
2077689960,2698.8,Donacion,00006451711153987062,Bancoppel,2023-09-01,492
2827687458,299.9,Gasto,00005646172052273705,ABC CAPITAL,2025-01-05,329
6315954148,3610.33,Deposito,00007918841166852206,NU MEXICO,2023-04-04,274
3101474046,8012.16,Gasto Medico,00006525895495654030,SCOTIABANK,2024-01-01,1033
4496614600,6529.55,Gasto Escolar,00006110333440485269,ACTINVER,2022-08-06,605
2215864066,3706.86,Prestamo,00006665832778220848,Mifel,2024-07-01,971
3546176675,5837.37,Gasto Medico,00005792743268926712,HSBC,2022-01-02,421
1955523808,432.73,Gasto Medico,00009430576278438846,ALTERNATIVOS,2022-03-04,162
9021493247,2138.91,Prestamo,00003328763672651020,ASP INTEGRA OPC,2022-05-01,18
2716322147,8009.26,Abono,00005766842481141745,SANTANDER,2022-02-04,1029
6572130171,5129.3,Gasto,00005458177557139917,HSBC,2023-03-01,413
2041248253,5742.98,Prestamo,00006380862043613357,AFIRME,2022-05-04,933
1314775884,7955.34,Deposito,00004371474196838871,COMPARTAMOS,2024-01-06,403
9336686544,1510.14,Abono,00002538348136924141,SANTANDER,2022-02-03,234
4228464316,4451.7,Pago,00008980521156024956,MERCADO PAGO W,2023-01-01,610
1892963644,2940.28,Prestamo,00008120081876728688,BANCOPPEL,2024-10-01,1155
2558545991,5202.14,Gasto Escolar,00002337708896597278,COMPARTAMOS,2024-02-04,718
10234320460,3475.58,Gasto,00006598675116341969,AUTOFIN,2023-06-01,861
9504693197,1517.34,Deposito,000010273401707155140,LIBERTAD,2024-10-05,631
7177180733,9962.67,Donacion,00003089809641949911,DONDE,2024-01-02,8
1007362808,669.73,Deposito,00006915607785209307,TRANSFER,2023-04-04,519
5138291848,5098.88,Gasto,000010713773000950272,Nafin,2022-07-01,805
1661871374,1977.86,Gasto,000011045119716807216,ABC CAPITAL,2022-03-06,128
7894183697,8968.29,Gasto Escolar,00009294033856409742,BANCOPPEL,2022-09-06,1033
6836070518,4016.2,Gasto,00007557066735054786,INVEX,2023-08-02,893
2990755280,7948.88,Gasto Escolar,00008547927615291692,CAJA POP MEXICA,2022-01-01,1116
4541282854,2214.03,Prestamo,00002563339895817990,Bancoppel,2024-03-03,864
4382698776,7129.39,Deposito,00005643415905757047,NU MEXICO,2022-03-02,30
5558420613,7192.8,Deposito,00005767237095932766,BANREGIO,2023-01-03,971
10785354279,2026,Donacion,00008482773475667875,SCOTIABANK,2023-09-02,21
4978752508,6156.26,Deposito,00004403994258793184,BANREGIO,2023-01-01,895
5854483906,3246.42,Gasto Medico,00004528398592067850,BANJERCITO,2023-03-04,1071
6022275644,1579.45,Pago,00008225190980446363,MERCADO PAGO W,2025-01-01,926
6487866689,2448.59,Pago,00005117263068272494,CONSUBANCO,2022-01-04,926
8860749373,1695.52,Prestamo,00006524145766905986,BANAMEX,2022-06-05,373
7043117693,9174.61,Deposito,00002424054406345501,Santander,2023-10-02,760
7141334580,9293,Deposito,000010899550124855724,DONDE,2023-03-02,933
9683669797,9448.2,Abono,00005399058645685070,AUTOFIN,2022-03-03,869
10010878271,6414.83,Abono,00004629470743944081,BBVA MEXICO,2022-01-01,908
1484309209,4348.27,Gasto,00008092939493024249,FONDEADORA,2023-01-04,1033
5783395849,3071.86,Prestamo,00005340008460924030,NU MEXICO,2023-08-01,153
3422244492,2810.99,Prestamo,00003431985573112485,MONEXCB,2024-03-01,987
10657600873,359.87,Deposito,00006779521355010007,INVEX,2022-01-06,174
10405125910,8276.18,Deposito,00002313815333920452,CAJA POP MEXICA,2022-02-02,1134
10800121362,4605.53,Donacion,00002215931537683514,MONEXCB,2022-09-03,715
7435938177,9695.58,Pago,00008477806056143379,ARCUS,2023-07-05,487
7876848222,9332.37,Donacion,00002027688435264844,SANTANDER,2023-03-03,663
10205685083,4408.93,Gasto Escolar,00009643232365251560,LIBERTAD,2024-01-02,611
1511758123,9521.89,Donacion,00003631697030619011,AZTECA,2022-01-06,760
5378554450,4820.36,Donacion,00008543369983671262,INBURSA,2023-06-01,664
1119050400,3600.25,Gasto Medico,000010781967658191780,DONDE,2022-01-01,890
3337591737,8566.52,Gasto Medico,00006381143341886734,ASP INTEGRA OPC,2024-08-06,740
8797745405,6777.05,Donacion,000010772926752694344,TRANSFER,2024-02-01,223
6199271659,7510.03,Prestamo,00003920713160683337,AUTOFIN,2023-01-01,627
8945727435,9683.28,Pago,00007485301340283192,SPIN BY OXXO,2024-05-04,986
5403698095,2871.93,Gasto,00005058403759336413,TRANSFER,2023-03-01,831
1886956661,5202.94,Gasto,00007726354405389677,Santander,2023-02-03,297
6334034955,2813.35,Gasto Escolar,00002600519934572886,ASP INTEGRA OPC,2024-11-01,84
1571869705,4319.47,Gasto,00001268771214667140,CONSUBANCO,2022-08-03,815
5808655918,2181.92,Abono,00004694557330149477,MONEXCB,2023-08-01,1042
7906005791,2517.69,Gasto Medico,00002415136971768920,HSBC,2023-02-01,297
9085142690,5288.23,Gasto Escolar,00007471448128018456,STP,2024-01-06,659
5400629832,4781.18,Gasto Medico,00004618551253174362,MERCADO PAGO W,2022-02-01,1103
1698985139,2652.92,Deposito,000010458119676725856,BBASE,2023-05-04,1025
3235666921,1452.42,Gasto Medico,00001149707845407136,AFIRME,2023-07-02,829
7207322228,1359.97,Donacion,00004416329897153059,AZTECA,2024-07-01,819
5314934119,9310.83,Abono,00007002137331723894,CONSUBANCO,2022-06-01,246
5411676567,1015.1,Donacion,00009799788768353884,Bancoppel,2023-04-03,1073
9289760532,4098.73,Abono,00008190007516894923,AFIRME,2022-06-05,772
3404133484,4066.8,Gasto Medico,00004824619275928829,INBURSA,2024-08-01,261
4525033400,9717.09,Prestamo,000010312364822972208,BAJIO,2023-01-06,585
6088258253,2977.35,Gasto,00002575499223318788,CAJA POP MEXICA,2022-01-01,1119
1166643191,3365.88,Prestamo,00002737816133448025,AFIRME,2022-11-06,1119
9297859094,8650.85,Prestamo,000010958580498158284,BANCOPPEL,2022-08-06,1135
7960560630,5614.45,Gasto,00007908530846345183,Nafin,2022-08-04,1009
2733868811,4409.08,Prestamo,00003138921364104105,ASP INTEGRA OPC,2022-03-01,855
8432934044,536.99,Gasto Escolar,00008745310682470206,AZTECA,2023-04-04,487
1905056065,4598.44,Abono,00009383149007210108,FONDEADORA,2024-07-05,1049
1168906566,2333.11,Prestamo,00009876428325855550,ARCUS,2024-06-05,54
7285669159,2093.75,Gasto Escolar,00001656692346126879,CONSUBANCO,2022-07-04,492
4374492535,4841.27,Deposito,00005352663135344026,ABC CAPITAL,2024-07-02,767
4952066217,928.15,Abono,00007691435424028543,CAJA POP MEXICA,2023-02-04,403
4108603730,817.89,Gasto Escolar,00004821520776776044,KLAR,2022-05-02,931
7389097167,421.81,Prestamo,00008995788906554082,BAJIO,2024-07-04,494
10185633928,1497.75,Deposito,00006799832177223636,ABC CAPITAL,2022-03-04,376
2070727179,6145.59,Gasto Medico,000010456451033539696,BAJIO,2023-07-06,730
6633191279,7295.79,Prestamo,00003732744271341332,BABIEN,2022-06-05,1155
4428611659,5914.42,Gasto Escolar,00003103879571570206,Invex,2025-01-03,788
9225602268,4571.53,Gasto Medico,00003095468925883277,INVEX,2024-01-01,516
9668361752,1403.9,Pago,00009081873661890824,Bancoppel,2022-07-06,1004
3677479703,6832.6,Gasto Medico,00002521918116571534,TRANSFER,2022-11-04,616
10599054299,8547.52,Gasto,00004400840898426885,Nafin,2023-08-05,946
8228350628,2726.31,Gasto,00002630876002425274,COMPARTAMOS,2022-02-04,206
5928402440,6619.62,Deposito,00006563224910480895,ABC CAPITAL,2024-04-03,311
4364995508,3976.13,Deposito,00009255874929518056,CAJA POP MEXICA,2022-02-01,468
1886916911,6425.12,Gasto Escolar,00005285999373124016,Nafin,2022-02-05,1063
2416258617,7897.81,Gasto Medico,00007141674180307639,LIBERTAD,2023-10-01,1033
1664829566,856.91,Gasto Medico,00005740726416429742,BABIEN,2025-01-06,86
5598131729,8641.99,Gasto Medico,00004854845175964392,STP,2023-05-02,895
2212041284,5052.4,Pago,000010623322695224088,SCOTIABANK,2024-01-04,899
5606072469,4955.72,Abono,00002296014653016411,STP,2022-05-01,1025
9724520906,2430.92,Donacion,00006872508625665747,BANCOPPEL,2023-01-03,990
6670453940,6638.47,Donacion,000010469986863779272,GBM,2023-07-03,690
5424940825,9748.88,Prestamo,00004571337794930698,MERCADO PAGO W,2025-01-05,556
8456539559,3466.06,Gasto Medico,00009729107585955014,002,2023-01-01,305
5725808488,8482.84,Gasto,00004744629845345544,ALTERNATIVOS,2023-01-01,690
4585763753,5882.62,Prestamo,00002339975862410074,Invex,2023-11-05,229
7463846329,5245.3,Gasto Medico,00002728050407496411,COMPARTAMOS,2025-01-02,760
6674707491,4382.52,Donacion,00001320718037499430,ACTINVER,2022-02-04,311
2829066086,1095.41,Prestamo,00009627459363332784,KLAR,2025-01-03,472
7337470949,4178.97,Gasto Medico,00008957649122825412,AUTOFIN,2023-08-02,229
6376086248,8909.67,Donacion,00004873172082968035,Invex,2022-09-01,985
5342983255,1312.42,Abono,00001547251039835350,NAFIN,2023-03-05,788
8376602603,2674.18,Deposito,00001513936535739918,TRANSFER,2023-05-01,432
3879680459,7611.31,Pago,00003622437049271180,BANREGIO,2022-11-03,363
2069682604,2140.41,Gasto Medico,00003087660782773530,CONSUBANCO,2023-09-05,761
5850099025,2644.48,Gasto,00008953799083637887,BBVA MEXICO,2024-03-04,857
8732896045,4592.32,Gasto Escolar,000010493409201740556,CONSUBANCO,2022-11-05,855
5443362127,4224.94,Deposito,00004268297064301033,BABIEN,2024-06-02,805
7992047396,4013.5,Deposito,00004767029447963122,BABIEN,2023-10-02,876
8203747684,8242.09,Gasto Escolar,000010625546516643840,ASP INTEGRA OPC,2023-04-06,721
10055335825,5465.35,Pago,00003128806103111034,AUTOFIN,2023-01-02,1049
9315807821,3959.31,Prestamo,00005838930770872385,BANJERCITO,2024-07-06,740
9112941338,9591.67,Pago,00006246453717991227,ALTERNATIVOS,2024-04-03,1107
2334923098,2263.03,Pago,00004273922587634655,FONDEADORA,2022-01-01,829
2017246247,6915.08,Gasto Escolar,00009608407605151210,BANJERCITO,2022-10-02,855
4678566599,3018.16,Donacion,00001266715219533242,BANREGIO,2024-07-05,494
7338143574,7.49,Donacion,00009408280346277648,Nafin,2023-09-01,175
4182314347,605.26,Deposito,000010820533705331732,FONDEADORA,2022-10-01,1116
6271373347,8731.68,Prestamo,00001255057041453717,STP,2022-01-02,421
2637316587,9874.42,Gasto Medico,00007122809775492184,TRANSFER,2023-10-03,530
9734301529,3339.82,Donacion,00004038950191553664,KLAR,2023-04-02,326
4611992798,817.97,Gasto Escolar,00003615821371528071,NU MEXICO,2022-09-01,985
9839289630,2177.3,Donacion,00004849579522476110,002,2022-07-02,631
4669938850,7287.24,Pago,00009484604617044476,SCOTIABANK,2024-07-03,468
3937752130,9742.93,Deposito,00006960634129749836,MONEXCB,2023-07-05,634
9435844124,5386.26,Abono,00001647876854519087,BANAMEX,2024-02-06,153
5565722721,3125.74,Donacion,00004227248485711010,BANREGIO,2024-11-02,607
6718500279,3480.43,Gasto Escolar,000010478462959940520,002,2023-02-02,261
5144264903,439.73,Prestamo,000010138178452725508,SPIN BY OXXO,2024-07-06,331
5495369339,8265.06,Deposito,00002826024780114246,BAJIO,2023-08-01,30
1772334353,6455.28,Donacion,00008416782891161276,BABIEN,2022-08-04,376
1745332250,1871.68,Gasto Escolar,00004435516163136858,AFIRME,2024-01-06,1004
3052060841,8278.06,Pago,000010497098775465200,TRANSFER,2022-01-05,389
10472587620,6281.26,Abono,00004477536926043314,HSBC,2023-03-03,815
8639831103,2337.13,Donacion,00006421438618002854,MERCADO PAGO W,2022-09-01,1049
7248747685,3179.85,Donacion,00003141782951178877,Santander,2023-02-01,1129
4203853989,6376,Abono,00007644212750581225,AFIRME,2024-09-01,550
5747047352,5768.8,Deposito,00006083594171676682,002,2022-06-01,788
2750624812,969.61,Pago,00009187202379801004,BBASE,2024-08-03,610
5714480760,8358.69,Pago,00004703968648438505,Nafin,2024-01-02,345
9146299656,6066.16,Abono,00002524944129036321,LIBERTAD,2025-01-04,931
1496119483,9454.74,Gasto,00008340902521526731,Bancoppel,2022-01-03,907
8333823222,5513.51,Gasto,00006171273123776688,AUTOFIN,2024-06-04,1033
10846832201,4778.42,Donacion,00008360288112727127,ABC CAPITAL,2024-11-01,311
3283506908,37.53,Donacion,00009063566388079828,BANAMEX,2024-10-05,933
4752494549,4377.3,Gasto,00005800396457123542,CAJA POP MEXICA,2022-09-03,619
6584511584,4130.56,Pago,00004142795709121442,MIFEL,2022-06-01,985
4323113797,8765.52,Gasto Medico,00007220303808143024,BANAMEX,2025-01-05,919
8079008208,8127.65,Prestamo,00002414687273545767,SPIN BY OXXO,2023-01-02,869
10340056363,5409.35,Deposito,00009341376793355008,SCOTIABANK,2024-10-01,869
4665518179,3294.06,Gasto Medico,00001191425875127431,INVEX,2022-01-04,573
9391919663,3383.89,Abono,00009497637244062708,AUTOFIN,2024-01-06,860
9252385265,2448.99,Pago,00007610270572799551,AUTOFIN,2023-07-01,849
10765228399,6114.17,Abono,00009184269499765802,GBM,2022-02-05,693
7416329046,9178.28,Gasto Escolar,00003926109731883086,INBURSA,2023-06-02,610
8112475646,5482.82,Gasto,00006163557852348275,CONSUBANCO,2025-01-04,1107
2550781959,5466.35,Abono,000010979193358928132,BANCOPPEL,2023-10-06,890
3139189071,5777.98,Gasto Medico,00009632103657179424,Nafin,2022-02-06,983
10478456381,6835.35,Prestamo,00005944835586009229,SANTANDER,2024-02-03,497
7165192916,9388.37,Abono,00001142178442268086,ARCUS,2022-11-04,885
3093136740,8617.56,Donacion,00001460318483834798,BABIEN,2023-03-04,607
8763133822,775.13,Prestamo,00004583943078791843,Nafin,2023-03-01,829
2525241563,154.52,Prestamo,00005304469130464179,ASP INTEGRA OPC,2022-05-05,788
8772387184,1817.14,Gasto Medico,00008071761408656978,SANTANDER,2022-09-03,1155
8342031907,2521.68,Gasto Escolar,00004781702589590037,HSBC,2024-05-01,779
10054963368,4194.27,Prestamo,00004267088314724469,BABIEN,2023-03-05,690
4504070706,8003.37,Pago,00009968824360181274,STP,2023-07-04,281
10420763003,7835.31,Gasto,00007561846046284414,Afirme,2024-07-01,631
10154027406,2454.04,Gasto Escolar,00001834110997605457,ALTERNATIVOS,2023-08-02,162
3271315138,5506.54,Gasto Medico,00005051696992434362,ALTERNATIVOS,2022-02-01,995
9828530385,6455.02,Gasto Medico,00009954560012489632,ARCUS,2023-08-01,960
10283129206,6907.92,Deposito,00005710557247478475,Nafin,2022-09-03,821
7221268475,6572.2,Prestamo,00001754826625133291,AZTECA,2024-01-03,533
6626820471,4172.67,Donacion,00003520917535659255,KLAR,2023-11-01,995
3534480675,3591.29,Deposito,00002090991308362721,COMPARTAMOS,2022-01-01,126
10087563091,9661.74,Pago,00004835894924296364,BANJERCITO,2023-07-03,903
6768450158,1561.53,Deposito,00008008883824388250,BBASE,2023-06-04,434
4632682166,3266.72,Gasto Escolar,00004617575852754462,ARCUS,2022-10-01,721
6612593675,1840.37,Gasto Medico,00002526722212875979,CAJA POP MEXICA,2022-01-04,926
8738223426,528.29,Deposito,00004132533129596835,TRANSFER,2024-01-03,788
4786412215,6362.52,Gasto,000010391670335344876,SCOTIABANK,2024-10-04,472
5159028473,8821.8,Donacion,000010748590877987096,ALTERNATIVOS,2023-05-04,20
2343403349,177.08,Gasto Medico,00006705992770694375,AFIRME,2024-03-04,855
5920609085,4317.45,Abono,000010764585509916696,ARCUS,2024-09-02,1033
7240524328,1459.57,Donacion,00007838535294675668,MONEXCB,2023-01-01,590
1683322574,3598.61,Gasto Escolar,00005961970072749540,HSBC,2022-08-06,497
9662643643,7083.25,Donacion,00006567838571586901,Invex,2023-08-01,107
9127932843,9487.11,Gasto Escolar,00006763144505419928,MERCADO PAGO W,2023-02-03,274
1407054732,8710.1,Deposito,00008829735320258433,INBURSA,2024-07-04,1121
2330196612,3512.83,Prestamo,00005454486232644432,SCOTIABANK,2022-06-02,887
8868657761,4351.87,Deposito,00007723189459156383,Mifel,2023-01-02,631
5831988038,4485.35,Abono,00008516587312158600,ACTINVER,2023-08-06,1155
3016996513,9426.64,Donacion,00003431442517537510,ASP INTEGRA OPC,2024-04-04,81
6346684813,9746.44,Gasto Escolar,00005086554415553543,AZTECA,2025-01-04,1071
1382421395,4816.07,Pago,00005913143022899078,COMPARTAMOS,2022-09-06,621
5351360919,8275.48,Gasto,000010014692247362102,SPIN BY OXXO,2022-02-06,229
6531111475,9702.84,Prestamo,00005302642972512922,COMPARTAMOS,2025-01-01,232
10202792536,1081.77,Donacion,00002693285845128978,KLAR,2023-03-01,864
10122584277,1939,Gasto Medico,00006747107057732011,BABIEN,2023-10-03,903
8408081650,417.7,Pago,00003842943515929621,COMPARTAMOS,2023-02-04,234
9111687817,3757.65,Pago,000010634981815286340,SPIN BY OXXO,2023-02-01,672
2382191388,1824.87,Gasto,00004171557638431919,Invex,2025-01-01,249
6095391477,7454.97,Gasto Medico,00005553846908134127,BANCOPPEL,2024-09-02,826
1440794820,4496.35,Gasto Medico,00001585548289544000,INVEX,2022-01-02,721
8018892471,7685.8,Abono,00005127403242303780,LIBERTAD,2023-06-02,983
10582744126,7881.51,Deposito,00005078325330343944,Nafin,2024-11-01,855
4718724987,2290.86,Gasto,00008200260192540156,Afirme,2024-01-03,885
6564222118,3474.22,Gasto,000010898158842889628,NU MEXICO,2024-10-06,1049
3861478788,8588.29,Abono,00006696224907602856,COMPARTAMOS,2024-06-01,966
2641135661,7619.28,Gasto Escolar,00009805133606520992,BBASE,2025-01-03,717
2688075292,860.04,Deposito,00009960927386126724,SPIN BY OXXO,2024-04-02,376
2170928658,5156.56,Gasto,00009672811224535298,ASP INTEGRA OPC,2024-07-02,462
3966878336,1104.09,Deposito,00007456061374655928,BABIEN,2023-06-01,389
3916161137,8303.19,Gasto Escolar,00008956915477118241,LIBERTAD,2024-01-06,246
6284689655,8217.34,Abono,00006871084910225815,ACTINVER,2024-02-05,1009
1760797691,7499.56,Abono,00003513863099179199,FONDEADORA,2024-08-06,363
6666130151,6347.58,Gasto Medico,00007003445820682922,BABIEN,2024-07-06,86
5497902794,6986.78,Gasto Medico,00003087490966110828,NU MEXICO,2024-02-01,985
9115132630,2588.74,Gasto,00005632735051580013,MERCADO PAGO W,2023-01-01,926
6988034335,6479.16,Gasto Escolar,00002738805776164858,BABIEN,2024-01-04,721
6672112810,9814.5,Prestamo,00007402624015582039,Nafin,2024-01-03,379
8880538472,6482.29,Prestamo,00004849562338965029,Afirme,2024-01-04,311
1798804280,358.08,Gasto Medico,00004898469524953834,ALTERNATIVOS,2023-07-04,1032
10831087742,7054.26,Abono,00006765124351787772,BANAMEX,2024-03-02,885
6621164665,3479.55,Prestamo,00006973984535336596,ACTINVER,2024-01-01,616
7362743211,9582.83,Gasto,00006489519643690626,AFIRME,2024-10-05,986
2522167423,6779.55,Donacion,00008784749130302504,GBM,2022-08-05,693
7088258428,1671.41,Gasto Medico,00007811777079255293,AUTOFIN,2022-01-06,1020
8655036781,3765.29,Donacion,00007490805563590869,COMPARTAMOS,2022-06-05,281
2880968403,3605.66,Deposito,000010036193476075528,SPIN BY OXXO,2022-08-05,274
8218327974,5705.69,Gasto Escolar,00007535986789521129,KLAR,2022-09-01,884
5908245916,3451.09,Deposito,00008270686538992879,ASP INTEGRA OPC,2024-04-05,985
9430529740,1700.83,Abono,00006077826441395843,HSBC,2023-08-01,234
7149225705,1590.25,Deposito,00006177369838049047,KLAR,2023-07-04,468
4831739264,200.44,Gasto,00001306663119134365,ALTERNATIVOS,2022-09-05,855
4721470540,6901.11,Deposito,00004756649339405735,002,2023-10-03,356
10352812550,5026.4,Gasto,00006460376896083907,Santander,2023-02-01,376
7680140457,2217.22,Donacion,00007904564851927091,CAJA POP MEXICA,2024-07-05,908
5401727980,491.76,Deposito,00001944184710854907,Bancoppel,2024-06-01,1126
6729862587,6350.69,Abono,00002326221658126356,MERCADO PAGO W,2023-10-01,99
6841446286,7878.71,Deposito,00007520433625925884,SPIN BY OXXO,2024-04-06,274
6805975935,2386.99,Gasto,00007461058476833739,KLAR,2024-01-01,1121
4395077488,4400.59,Gasto Medico,00008516607058675609,CONSUBANCO,2023-11-01,1098
1407651760,7500.38,Deposito,00008214904561976661,BABIEN,2023-11-03,524
9656266907,8937.16,Pago,00007526355408453928,BBASE,2023-09-06,1102
8353166789,6245.44,Gasto Medico,00005486535240220504,MERCADO PAGO W,2023-05-02,876
5596421112,7494.02,Gasto Escolar,000010193518073910892,ACTINVER,2023-05-02,1100
10026454810,6793.73,Gasto,00007158500222526919,CAJA POP MEXICA,2022-03-02,234
4840826514,4964.49,Pago,00008627424732768102,Santander,2022-07-03,634
9553392537,3569.07,Prestamo,00005506800522447181,CAJA POP MEXICA,2024-01-03,655
9225445138,2443.87,Prestamo,00002746968343901010,Mifel,2024-08-06,1011
8075247092,7475.82,Pago,00007473462609290852,INBURSA,2024-11-03,984
6043299744,767.17,Donacion,00001609276601710657,CAJA POP MEXICA,2023-01-06,407
9617933565,5487.91,Gasto Escolar,00007329986831114356,SCOTIABANK,2023-05-02,246
1344573500,3413.88,Gasto Escolar,00008833983953709405,ARCUS,2025-01-06,730
2748870402,7733.14,Prestamo,000010807811311801328,CONSUBANCO,2022-08-06,861
5513945814,6788.84,Donacion,00005135489774338796,GBM,2024-03-06,434
8721366944,4551.67,Gasto,00008293994560990192,NAFIN,2024-01-04,693
10937518918,3982.39,Donacion,00001695922079061892,Mifel,2023-01-01,580
10101110492,7182.16,Donacion,00001205355151072914,NU MEXICO,2022-07-05,311
3930504055,6992.73,Gasto,00006773316277116207,ARCUS,2024-01-01,1025
1696947125,2991.67,Donacion,00001453966870003999,SPIN BY OXXO,2022-04-02,352
6659426243,5255.55,Prestamo,00005786409443028936,CONSUBANCO,2022-11-05,421
1909148253,7962.28,Prestamo,00003529479418584995,ABC CAPITAL,2024-02-02,1025
1317707524,8192.38,Prestamo,00004566452953943342,MONEXCB,2023-01-06,946
4322812969,7479.73,Gasto Medico,00009100034076857790,TRANSFER,2023-07-04,631
6897158003,1587.36,Gasto,00008975540017718199,Invex,2024-11-01,631
10391533631,3322.63,Gasto,00003354956199389888,ASP INTEGRA OPC,2023-01-05,627
8471157097,7346.37,Abono,000010784185421415956,CONSUBANCO,2023-01-04,233
1180712370,248.9,Gasto Medico,00003011110857698832,MIFEL,2023-05-01,983
3741573327,3453.15,Abono,00006903284716422144,ABC CAPITAL,2022-02-02,389
8915980691,6165.37,Gasto Medico,00006831414383475806,BAJIO,2024-03-01,389
7358556137,9883.04,Donacion,00005957365944756114,BBASE,2022-11-01,547
6459109000,870.07,Deposito,00004821013482910134,MONEXCB,2023-06-01,305
2847522688,9734.2,Gasto Medico,00004289374915755468,STP,2022-06-06,376
8745171749,4989.64,Donacion,00009857054309798448,GBM,2023-04-05,864
5102458481,4771.98,Gasto Escolar,00007856134081940497,BANJERCITO,2022-06-01,893
2154090217,789.55,Donacion,00003547566091679849,BBASE,2024-03-01,129
1915101351,184.9,Abono,00007071575794395079,BABIEN,2023-09-01,960
5786430902,2468.97,Pago,00001708339413204020,INBURSA,2023-11-06,1107
6934782447,2328.09,Gasto Escolar,00002165630062858018,INVEX,2024-04-03,715
6979244246,1027.55,Abono,00008419158998347393,STP,2022-04-04,229
10953006668,1332.92,Donacion,00004213017496331603,Afirme,2023-03-01,960
2290826924,6957.49,Gasto Escolar,00002021455768240840,ARCUS,2023-05-02,1033
5812406213,7963.39,Prestamo,00003811395675352053,HSBC,2023-06-01,983
4004161477,7913.74,Pago,00004680385966578046,COMPARTAMOS,2022-10-05,607
1045753807,6013.32,Pago,00009887699960822232,SANTANDER,2024-05-01,372
6074288267,50.72,Gasto Medico,00009772695493035512,GBM,2024-09-04,1073
1002926770,9930.19,Gasto,00006807041018232866,TRANSFER,2025-01-01,931
3775916959,6213.82,Donacion,000010854680126356816,ACTINVER,2022-08-05,1121
3214305919,2410.08,Gasto Medico,00006458300087142418,CONSUBANCO,2024-01-06,815
10926442921,3030.77,Gasto Medico,00004741884630180645,AUTOFIN,2024-01-01,733
6148764688,8350.97,Pago,00005077266389297536,AUTOFIN,2022-01-02,621
7972823277,9004,Abono,00009569404666273116,ARCUS,2024-05-02,616
1519589959,7951.69,Gasto,00008821115710864264,BABIEN,2023-04-03,621
9298281024,6793.72,Gasto,000010173005667469924,INBURSA,2024-03-06,468
6926645276,1085.38,Prestamo,00001233206434878819,BBASE,2022-03-04,887
6468648259,5424.3,Prestamo,00003371343564707080,Nafin,2022-06-06,907
3165427268,788,Abono,00006984996007900736,GBM,2022-01-01,885
3906380704,539.54,Gasto,00006046510105188262,Bancoppel,2022-01-02,434
9404989087,2622.3,Pago,00006475988311274698,MONEXCB,2023-05-05,541
8291456392,5312.26,Gasto Escolar,00005641183859822718,BANJERCITO,2024-04-04,966
2416738784,2808.3,Pago,00005373629278593851,HSBC,2025-01-06,733
2264624733,6869.94,Donacion,00003428350711953771,MONEXCB,2022-11-01,234
7776859805,2810.97,Pago,000010817679574221184,MIFEL,2023-11-04,884
2760957685,4029.94,Abono,00008919344560282635,COMPARTAMOS,2023-08-01,826
10405062581,8638.03,Gasto Medico,00009980908330966016,AZTECA,2023-02-01,489
9281495293,5990.73,Pago,00001522193216162234,BANAMEX,2024-11-05,616
5188571173,5335.2,Abono,00005260843215597059,MIFEL,2022-11-01,829
5473866706,8754.28,Pago,00009801607944044974,BAJIO,2023-06-04,717
